locus_tag	ftype	length_bp	gene	EC_number	COG	product
CKJNFLKG_02963	CDS	567	udk_2	2.7.1.48	COG0572	Uridine kinase
CKJNFLKG_02964	CDS	537	azoR	1.7.1.17		FMN-dependent NADH-azoreductase
CKJNFLKG_02965	CDS	1722	ade_2	3.5.4.2	COG1001	Adenine deaminase
CKJNFLKG_02966	CDS	1305	adeQ		COG2252	Adenine permease AdeQ
CKJNFLKG_02967	CDS	924	cynR_3			HTH-type transcriptional regulator CynR
CKJNFLKG_02968	CDS	348				hypothetical protein
CKJNFLKG_02969	CDS	822				hypothetical protein
CKJNFLKG_02970	CDS	327				hypothetical protein
CKJNFLKG_02971	CDS	720				hypothetical protein
CKJNFLKG_02972	CDS	138				hypothetical protein
CKJNFLKG_02973	CDS	105				hypothetical protein
CKJNFLKG_02974	CDS	531	yyaP		COG0262	putative protein YyaP
CKJNFLKG_02975	CDS	972				hypothetical protein
CKJNFLKG_02976	CDS	489				hypothetical protein
CKJNFLKG_02977	CDS	1398	zwf	1.1.1.49	COG0364	Glucose-6-phosphate 1-dehydrogenase
CKJNFLKG_02978	CDS	1431	gnd	1.1.1.44	COG0362	6-phosphogluconate dehydrogenase, decarboxylating
CKJNFLKG_02979	CDS	972	pgl_2	3.1.1.31	COG2706	6-phosphogluconolactonase
CKJNFLKG_02980	CDS	369	rpiA	5.3.1.6	COG0120	Ribose-5-phosphate isomerase A
CKJNFLKG_02981	CDS	159				hypothetical protein
CKJNFLKG_02982	CDS	357				hypothetical protein
CKJNFLKG_02983	CDS	711				hypothetical protein
CKJNFLKG_02984	CDS	1248	iolG_8	1.1.1.369		Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
CKJNFLKG_02985	CDS	2958				hypothetical protein
CKJNFLKG_02986	CDS	1314				hypothetical protein
CKJNFLKG_02987	CDS	855	sugB_1		COG0395	Trehalose transport system permease protein SugB
CKJNFLKG_02988	CDS	930				hypothetical protein
CKJNFLKG_02989	CDS	1314				hypothetical protein
CKJNFLKG_02990	CDS	1284				hypothetical protein
CKJNFLKG_02991	CDS	756				putative response regulatory protein
CKJNFLKG_02992	CDS	1752				hypothetical protein
CKJNFLKG_02993	CDS	423				hypothetical protein
CKJNFLKG_02994	CDS	894	rhaS_15			HTH-type transcriptional activator RhaS
CKJNFLKG_02995	CDS	2922				hypothetical protein
CKJNFLKG_02996	CDS	1686				hypothetical protein
CKJNFLKG_02997	CDS	873	lacG_2			Lactose transport system permease protein LacG
CKJNFLKG_02998	CDS	948	yteP_2		COG4209	putative multiple-sugar transport system permease YteP
CKJNFLKG_02999	CDS	1986	aguA_1	3.2.1.131		Xylan alpha-(1->2)-glucuronosidase
CKJNFLKG_03000	CDS	3450	lacZ_3	3.2.1.23		Beta-galactosidase
CKJNFLKG_03001	CDS	1899				hypothetical protein
CKJNFLKG_03002	CDS	882	melR_1			Melibiose operon regulatory protein
CKJNFLKG_03003	CDS	2556				hypothetical protein
CKJNFLKG_03004	CDS	747	cutC		COG3142	Copper homeostasis protein CutC
CKJNFLKG_03005	CDS	1437	pepA_1	3.4.11.1	COG0260	putative cytosol aminopeptidase
CKJNFLKG_03006	CDS	762	srlR_1		COG1349	Glucitol operon repressor
CKJNFLKG_03007	CDS	1305				hypothetical protein
CKJNFLKG_03008	CDS	975	oppF_4		COG4608	Oligopeptide transport ATP-binding protein OppF
CKJNFLKG_03009	CDS	984	oppD_5		COG0444	Oligopeptide transport ATP-binding protein OppD
CKJNFLKG_03010	CDS	924	oppC		COG1173	Oligopeptide transport system permease protein OppC
CKJNFLKG_03011	CDS	945	oppB		COG0601	Oligopeptide transport system permease protein OppB
CKJNFLKG_03012	CDS	1665	dppE		COG4166	Dipeptide-binding protein DppE
CKJNFLKG_03013	CDS	2454				hypothetical protein
CKJNFLKG_03014	CDS	942				hypothetical protein
CKJNFLKG_03015	CDS	756				hypothetical protein
CKJNFLKG_03016	CDS	165				hypothetical protein
CKJNFLKG_03017	CDS	744				hypothetical protein
CKJNFLKG_03018	CDS	918				hypothetical protein
CKJNFLKG_03019	CDS	315				hypothetical protein
CKJNFLKG_03020	CDS	234				hypothetical protein
CKJNFLKG_03021	CDS	168				hypothetical protein
CKJNFLKG_03022	CDS	564				hypothetical protein
CKJNFLKG_03023	CDS	438				hypothetical protein
CKJNFLKG_03024	CDS	138				hypothetical protein
CKJNFLKG_03025	CDS	258				hypothetical protein
CKJNFLKG_03026	CDS	426				hypothetical protein
CKJNFLKG_03027	CDS	1365	rlmCD_1	2.1.1.189	COG2265	23S rRNA (uracil-C(5))-methyltransferase RlmCD
CKJNFLKG_03028	CDS	951	yhaM	3.1.-.-	COG3481	3'-5' exoribonuclease YhaM
CKJNFLKG_03029	CDS	1344				hypothetical protein
CKJNFLKG_03030	CDS	2379	mutS2_1	3.1.-.-		Endonuclease MutS2
CKJNFLKG_03031	CDS	705	srrA_4		COG0745	Transcriptional regulatory protein SrrA
CKJNFLKG_03032	CDS	1422	sasA_17	2.7.-.-		Adaptive-response sensory-kinase SasA
CKJNFLKG_03033	CDS	504	trmL	2.1.1.207	COG0219	tRNA (cytidine(34)-2'-O)-methyltransferase
CKJNFLKG_03034	CDS	990	thiL	2.7.4.16		Thiamine-monophosphate kinase
CKJNFLKG_03035	CDS	108				hypothetical protein
CKJNFLKG_03036	CDS	711	polC_3	2.7.7.7		DNA polymerase III PolC-type
CKJNFLKG_03037	CDS	651	nth_1	4.2.99.18	COG0177	Endonuclease III
CKJNFLKG_03038	CDS	1779				hypothetical protein
CKJNFLKG_03039	CDS	168				hypothetical protein
CKJNFLKG_03040	CDS	1989	feoB_4		COG0370	Fe(2+) transporter FeoB
CKJNFLKG_03041	CDS	228				hypothetical protein
CKJNFLKG_03042	CDS	1281	gerN		COG0475	Na(+)/H(+)-K(+) antiporter GerN
CKJNFLKG_03043	CDS	2136	nrdD_2	1.1.98.6	COG1328	Anaerobic ribonucleoside-triphosphate reductase
CKJNFLKG_03044	CDS	1359	yeeO_5		COG0534	putative FMN/FAD exporter YeeO
CKJNFLKG_03045	CDS	972	dapF_2	5.1.1.7	COG0253	Diaminopimelate epimerase
CKJNFLKG_03046	CDS	954	asrC	1.8.1.-	COG2221	Anaerobic sulfite reductase subunit C
CKJNFLKG_03047	CDS	1635	cdr	1.8.1.14		Coenzyme A disulfide reductase
CKJNFLKG_03048	CDS	924	cysL_1		COG0583	HTH-type transcriptional regulator CysL
CKJNFLKG_03049	CDS	159			COG1773	Rubredoxin
CKJNFLKG_03050	CDS	483				hypothetical protein
CKJNFLKG_03051	CDS	1539	mleN_2		COG1757	Malate-2H(+)/Na(+)-lactate antiporter
CKJNFLKG_03052	CDS	1536	hutH_6	4.3.1.3	COG2986	Histidine ammonia-lyase
CKJNFLKG_03053	CDS	2865				hypothetical protein
CKJNFLKG_03054	CDS	672				hypothetical protein
CKJNFLKG_03055	CDS	402				hypothetical protein
CKJNFLKG_03056	CDS	1944				hypothetical protein
CKJNFLKG_03057	CDS	825	araQ_12		COG0395	L-arabinose transport system permease protein AraQ
CKJNFLKG_03058	CDS	882	lacF_8			Lactose transport system permease protein LacF
CKJNFLKG_03059	CDS	1296	cycB_2		COG2182	Cyclodextrin-binding protein
CKJNFLKG_03060	CDS	894	rhaS_16			HTH-type transcriptional activator RhaS
CKJNFLKG_03061	CDS	126				hypothetical protein
CKJNFLKG_03062	CDS	849	fba_2	4.1.2.13		Fructose-bisphosphate aldolase
CKJNFLKG_03063	CDS	1245				L-lactate transporter
CKJNFLKG_03064	CDS	762	srlR_2		COG1349	Glucitol operon repressor
CKJNFLKG_03065	CDS	900	iolE_2	4.2.1.44	COG1082	Inosose dehydratase
CKJNFLKG_03066	CDS	1011	iolG_9	1.1.1.18	COG0673	Myo-inositol 2-dehydrogenase
CKJNFLKG_03067	CDS	189				hypothetical protein
CKJNFLKG_03068	CDS	1059	purR_2			HTH-type transcriptional repressor PurR
CKJNFLKG_03069	CDS	432				hypothetical protein
CKJNFLKG_03070	CDS	774				hypothetical protein
CKJNFLKG_03071	CDS	402	iolE_3	4.2.1.44	COG1082	Inosose dehydratase
CKJNFLKG_03072	CDS	1617	rssB_5			Regulator of RpoS
CKJNFLKG_03073	CDS	1722				hypothetical protein
CKJNFLKG_03074	CDS	1020	iolX	1.1.1.370	COG0673	scyllo-inositol 2-dehydrogenase (NAD(+))
CKJNFLKG_03075	CDS	612	cmk_6	2.7.4.25		Cytidylate kinase
CKJNFLKG_03076	CDS	1392	xylP_6			Isoprimeverose transporter
CKJNFLKG_03077	CDS	936	thpA		COG1879	D-threitol-binding protein
CKJNFLKG_03078	CDS	1152	mdh	1.1.1.244		NAD-dependent methanol dehydrogenase
CKJNFLKG_03079	CDS	786	iolB	5.3.1.30	COG3718	5-deoxy-glucuronate isomerase
CKJNFLKG_03080	CDS	1932	iolD	3.7.1.22	COG3962	3D-(3,5/4)-trihydroxycyclohexane-1,2-dione hydrolase
CKJNFLKG_03081	CDS	1035	iolC_1	2.7.1.92	COG0524	5-dehydro-2-deoxygluconokinase
CKJNFLKG_03082	CDS	1038	purR_3			HTH-type transcriptional repressor PurR
CKJNFLKG_03083	CDS	759				hypothetical protein
CKJNFLKG_03084	CDS	1203				hypothetical protein
CKJNFLKG_03085	CDS	753	xynR_2		COG1414	HTH-type transcriptional regulator XynR
CKJNFLKG_03086	CDS	849	panB	2.1.2.11		3-methyl-2-oxobutanoate hydroxymethyltransferase
CKJNFLKG_03087	CDS	1521				hypothetical protein
CKJNFLKG_03088	CDS	426				hypothetical protein
CKJNFLKG_03089	CDS	1014				hypothetical protein
CKJNFLKG_03090	CDS	630				hypothetical protein
CKJNFLKG_03091	CDS	723				hypothetical protein
CKJNFLKG_03092	CDS	156				hypothetical protein
CKJNFLKG_03093	CDS	282				hypothetical protein
CKJNFLKG_03094	CDS	1041				hypothetical protein
CKJNFLKG_03095	CDS	354				hypothetical protein
CKJNFLKG_03096	tRNA	84				tRNA-Leu(tag)
CKJNFLKG_03097	CDS	186				hypothetical protein
CKJNFLKG_03098	CDS	228				hypothetical protein
CKJNFLKG_03099	CDS	1050	lyc_2	3.2.1.17	COG3409	Autolytic lysozyme
CKJNFLKG_03100	CDS	303				hypothetical protein
CKJNFLKG_03101	CDS	258				hypothetical protein
CKJNFLKG_03102	CDS	981				hypothetical protein
CKJNFLKG_03103	CDS	639				hypothetical protein
CKJNFLKG_03104	CDS	117				hypothetical protein
CKJNFLKG_03105	CDS	402				hypothetical protein
CKJNFLKG_03106	CDS	999	xerC_3			Tyrosine recombinase XerC
CKJNFLKG_03107	CDS	249				hypothetical protein
CKJNFLKG_03108	CDS	789				hypothetical protein
CKJNFLKG_03109	CDS	636				hypothetical protein
CKJNFLKG_03110	CDS	1008				hypothetical protein
CKJNFLKG_03111	CDS	1983				hypothetical protein
CKJNFLKG_03112	CDS	357				hypothetical protein
CKJNFLKG_03113	CDS	2718				hypothetical protein
CKJNFLKG_03114	CDS	246				hypothetical protein
CKJNFLKG_03115	CDS	297				hypothetical protein
CKJNFLKG_03116	CDS	447				hypothetical protein
CKJNFLKG_03117	CDS	393				hypothetical protein
CKJNFLKG_03118	CDS	384				hypothetical protein
CKJNFLKG_03119	CDS	336				hypothetical protein
CKJNFLKG_03120	CDS	384				hypothetical protein
CKJNFLKG_03121	CDS	276				hypothetical protein
CKJNFLKG_03122	CDS	885				hypothetical protein
CKJNFLKG_03123	CDS	645				hypothetical protein
CKJNFLKG_03124	CDS	138				hypothetical protein
CKJNFLKG_03125	CDS	1683				hypothetical protein
CKJNFLKG_03126	CDS	1602				hypothetical protein
CKJNFLKG_03127	CDS	201				hypothetical protein
CKJNFLKG_03128	CDS	1365				hypothetical protein
CKJNFLKG_03129	CDS	441				hypothetical protein
CKJNFLKG_03130	CDS	429				hypothetical protein
CKJNFLKG_03131	CDS	213				hypothetical protein
CKJNFLKG_03132	CDS	264				hypothetical protein
CKJNFLKG_03133	CDS	102				hypothetical protein
CKJNFLKG_03134	CDS	210				hypothetical protein
CKJNFLKG_03135	CDS	177				hypothetical protein
CKJNFLKG_03136	CDS	828				hypothetical protein
CKJNFLKG_03137	CDS	1038	cysH_4	1.8.4.8		Phosphoadenosine phosphosulfate reductase
CKJNFLKG_03138	CDS	111				hypothetical protein
CKJNFLKG_03139	CDS	663				hypothetical protein
CKJNFLKG_03140	CDS	882				hypothetical protein
CKJNFLKG_03141	CDS	438				hypothetical protein
CKJNFLKG_03142	CDS	735				hypothetical protein
CKJNFLKG_03143	CDS	465				hypothetical protein
CKJNFLKG_03144	CDS	975	recT_2		COG3723	Protein RecT
CKJNFLKG_03145	CDS	867				hypothetical protein
CKJNFLKG_03146	CDS	660				hypothetical protein
CKJNFLKG_03147	CDS	195				hypothetical protein
CKJNFLKG_03148	CDS	294				hypothetical protein
CKJNFLKG_03149	CDS	171				hypothetical protein
CKJNFLKG_03150	CDS	183				hypothetical protein
CKJNFLKG_03151	CDS	228				hypothetical protein
CKJNFLKG_03152	CDS	219				hypothetical protein
CKJNFLKG_03153	CDS	108				hypothetical protein
CKJNFLKG_03154	CDS	246				hypothetical protein
CKJNFLKG_03155	CDS	189				hypothetical protein
CKJNFLKG_03156	CDS	429				hypothetical protein
CKJNFLKG_03157	CDS	435	immA_1	3.4.-.-	COG2856	Metallopeptidase ImmA
CKJNFLKG_03158	CDS	1407				hypothetical protein
CKJNFLKG_03159	CDS	1104	xerC_4			Tyrosine recombinase XerC
CKJNFLKG_03160	tRNA	74				tRNA-Lys(ttt)
CKJNFLKG_03161	tRNA	74				tRNA-Gln(ttg)
CKJNFLKG_03162	tRNA	75				tRNA-His(gtg)
CKJNFLKG_03163	tRNA	75				tRNA-Arg(tct)
CKJNFLKG_03164	tRNA	71				tRNA-Gly(tcc)
CKJNFLKG_03165	tRNA	77				tRNA-Pro(tgg)
CKJNFLKG_03166	CDS	483				hypothetical protein
CKJNFLKG_03167	CDS	600	rdgB	3.6.1.66	COG0127	dITP/XTP pyrophosphatase
CKJNFLKG_03168	CDS	1188	rlmL_1		COG0116	Ribosomal RNA large subunit methyltransferase K/L
CKJNFLKG_03169	CDS	543	yfcE	3.1.4.-	COG0622	Phosphodiesterase YfcE
CKJNFLKG_03170	CDS	330	glpE_2	2.8.1.1		Thiosulfate sulfurtransferase GlpE
CKJNFLKG_03171	CDS	306				hypothetical protein
CKJNFLKG_03172	CDS	285				hypothetical protein
CKJNFLKG_03173	CDS	2253	yicI_1	3.2.1.177	COG1501	Alpha-xylosidase
CKJNFLKG_03174	CDS	870	sugB_2		COG0395	Trehalose transport system permease protein SugB
CKJNFLKG_03175	CDS	888	ngcF_1		COG1175	Diacetylchitobiose uptake system permease protein NgcF
CKJNFLKG_03176	CDS	1431				hypothetical protein
CKJNFLKG_03177	CDS	1275				IS110 family transposase ISGka2
CKJNFLKG_03178	CDS	1020	exuR_2		COG1609	putative HTH-type transcriptional repressor ExuR
CKJNFLKG_03179	CDS	2493	lacZ_4	3.2.1.23		Beta-galactosidase
CKJNFLKG_03180	CDS	630	gmhA	5.3.1.28	COG0279	Phosphoheptose isomerase
CKJNFLKG_03181	CDS	1014	nanK_3	2.7.1.60		N-acetylmannosamine kinase
CKJNFLKG_03182	CDS	2433	mngB	3.2.1.-	COG0383	Mannosylglycerate hydrolase
CKJNFLKG_03183	CDS	831				hypothetical protein
CKJNFLKG_03184	CDS	894	melD_6		COG1175	Melibiose/raffinose/stachyose import permease protein MelD
CKJNFLKG_03185	CDS	1392				hypothetical protein
CKJNFLKG_03186	CDS	1230	mlc_1		COG1940	Protein mlc
CKJNFLKG_03187	CDS	471				hypothetical protein
CKJNFLKG_03188	CDS	501				hypothetical protein
CKJNFLKG_03189	CDS	1191	aspC	2.6.1.1	COG0436	Aspartate/prephenate aminotransferase
CKJNFLKG_03190	CDS	1734		3.6.3.-	COG1132	Putative multidrug export ATP-binding/permease protein
CKJNFLKG_03191	CDS	1743				hypothetical protein
CKJNFLKG_03192	CDS	780	nirC		COG2116	Nitrite transporter NirC
CKJNFLKG_03193	CDS	1686	fhs	6.3.4.3	COG2759	Formate--tetrahydrofolate ligase
CKJNFLKG_03194	CDS	969	scrK	2.7.1.4	COG0524	Fructokinase
CKJNFLKG_03195	CDS	1545	dltA	6.2.1.54	COG1020	D-alanine--D-alanyl carrier protein ligase
CKJNFLKG_03196	CDS	1173				hypothetical protein
CKJNFLKG_03197	CDS	231	dltC		COG0236	D-alanyl carrier protein
CKJNFLKG_03198	CDS	1155	dltD		COG3966	Protein DltD
CKJNFLKG_03199	CDS	228				hypothetical protein
CKJNFLKG_03200	CDS	702	kdpE_2		COG0745	KDP operon transcriptional regulatory protein KdpE
CKJNFLKG_03201	CDS	2580	kdpD_2	2.7.13.3	COG2205	Sensor protein KdpD
CKJNFLKG_03202	CDS	651	ktrA_1		COG0569	Ktr system potassium uptake protein A
CKJNFLKG_03203	CDS	1347	ktrB_1		COG0168	Ktr system potassium uptake protein B
CKJNFLKG_03204	CDS	1158				Sodium-lithium/proton antiporter
CKJNFLKG_03205	CDS	612				hypothetical protein
CKJNFLKG_03206	CDS	639	ribU_2			Riboflavin transporter RibU
CKJNFLKG_03207	CDS	603	Int-Tn_4			Transposase from transposon Tn916
CKJNFLKG_03208	CDS	738				hypothetical protein
CKJNFLKG_03209	CDS	576				hypothetical protein
CKJNFLKG_03210	CDS	297				hypothetical protein
CKJNFLKG_03211	CDS	252				hypothetical protein
CKJNFLKG_03212	CDS	216				hypothetical protein
CKJNFLKG_03213	CDS	1986	aguA_2	3.2.1.131		Xylan alpha-(1->2)-glucuronosidase
CKJNFLKG_03214	CDS	861	araQ_13		COG0395	L-arabinose transport system permease protein AraQ
CKJNFLKG_03215	CDS	906	araP_3		COG1175	L-arabinose transport system permease protein AraP
CKJNFLKG_03216	CDS	1311	yesO_4		COG1653	Putative ABC transporter substrate-binding protein YesO
CKJNFLKG_03217	CDS	1779				hypothetical protein
CKJNFLKG_03218	CDS	1524	rssB_6			Regulator of RpoS
CKJNFLKG_03219	CDS	1023				hypothetical protein
CKJNFLKG_03220	CDS	786				hypothetical protein
CKJNFLKG_03221	CDS	639				hypothetical protein
CKJNFLKG_03222	CDS	801	kduD_2	1.1.1.127		2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase
CKJNFLKG_03223	CDS	864	kduI	5.3.1.17		4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase
CKJNFLKG_03224	CDS	864	melR_2			Melibiose operon regulatory protein
CKJNFLKG_03225	CDS	228				hypothetical protein
CKJNFLKG_03226	CDS	2055	hypBA1_2	3.2.1.185		Non-reducing end beta-L-arabinofuranosidase
CKJNFLKG_03227	CDS	846	rhaS_17			HTH-type transcriptional activator RhaS
CKJNFLKG_03228	CDS	918				hypothetical protein
CKJNFLKG_03229	CDS	879	rhaS_18			HTH-type transcriptional activator RhaS
CKJNFLKG_03230	CDS	1314	agaA_1	3.2.1.22		Alpha-galactosidase A
CKJNFLKG_03231	CDS	1650				hypothetical protein
CKJNFLKG_03232	CDS	1140	ugl	3.2.1.180		Unsaturated chondroitin disaccharide hydrolase
CKJNFLKG_03233	CDS	4164				hypothetical protein
CKJNFLKG_03234	CDS	2466		3.2.1.23	COG3250	Beta-galactosidase BoGH2A
CKJNFLKG_03235	CDS	1377	yeeO_6		COG0534	putative FMN/FAD exporter YeeO
CKJNFLKG_03236	CDS	945	araC_2			Arabinose operon regulatory protein
CKJNFLKG_03237	CDS	1746	bga	3.2.1.23		Beta-galactosidase
CKJNFLKG_03238	CDS	1587				hypothetical protein
CKJNFLKG_03239	CDS	909	araQ_14		COG0395	L-arabinose transport system permease protein AraQ
CKJNFLKG_03240	CDS	963	yteP_3		COG4209	putative multiple-sugar transport system permease YteP
CKJNFLKG_03241	CDS	1038	ccpA_2		COG1609	Catabolite control protein A
CKJNFLKG_03242	CDS	615	rssB_7			Regulator of RpoS
CKJNFLKG_03243	CDS	1692				hypothetical protein
CKJNFLKG_03244	CDS	1644				hypothetical protein
CKJNFLKG_03245	CDS	1806				hypothetical protein
CKJNFLKG_03246	CDS	2142	yhgF		COG2183	Protein YhgF
CKJNFLKG_03247	CDS	1482	xylB_2	2.7.1.17	COG1070	Xylulose kinase
CKJNFLKG_03248	CDS	714				hypothetical protein
CKJNFLKG_03249	CDS	603				hypothetical protein
CKJNFLKG_03250	CDS	432				hypothetical protein
CKJNFLKG_03251	CDS	777				hypothetical protein
CKJNFLKG_03252	CDS	1206	apgM			2,3-bisphosphoglycerate-independent phosphoglycerate mutase
CKJNFLKG_03253	CDS	1218	hom_2	1.1.1.3	COG0460	Homoserine dehydrogenase
CKJNFLKG_03254	CDS	444				hypothetical protein
CKJNFLKG_03255	CDS	1002	prfB			Peptide chain release factor 2
CKJNFLKG_03256	CDS	243				hypothetical protein
CKJNFLKG_03257	CDS	2571	secA		COG0653	Protein translocase subunit SecA
CKJNFLKG_03258	CDS	234				hypothetical protein
CKJNFLKG_03259	CDS	246				hypothetical protein
CKJNFLKG_03260	CDS	540	hpf		COG1544	Ribosome hibernation promotion factor
CKJNFLKG_03261	CDS	444				hypothetical protein
CKJNFLKG_03262	CDS	759	dapB	1.17.1.8		4-hydroxy-tetrahydrodipicolinate reductase
CKJNFLKG_03263	CDS	891	dapA_2	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
CKJNFLKG_03264	CDS	489	btuR	2.5.1.17	COG2109	Corrinoid adenosyltransferase
CKJNFLKG_03265	CDS	636				Single-stranded DNA-binding protein
CKJNFLKG_03266	CDS	1830	typA		COG1217	GTP-binding protein TypA/BipA
CKJNFLKG_03267	CDS	2619	adhE_3		COG1012	Aldehyde-alcohol dehydrogenase
CKJNFLKG_03268	CDS	285	pdxT	4.3.3.6		Pyridoxal 5'-phosphate synthase subunit PdxT
CKJNFLKG_03269	CDS	1125				hypothetical protein
CKJNFLKG_03270	CDS	1416	alsT_5		COG1115	Amino-acid carrier protein AlsT
CKJNFLKG_03271	CDS	1191				hypothetical protein
CKJNFLKG_03272	CDS	561	mntP_1		COG1971	putative manganese efflux pump MntP
CKJNFLKG_03273	CDS	1575		3.2.1.55	COG3507	Non-reducing end alpha-L-arabinofuranosidase BoGH43B
CKJNFLKG_03274	CDS	654	cat_2	2.3.1.28		Chloramphenicol acetyltransferase
CKJNFLKG_03275	CDS	642				hypothetical protein
CKJNFLKG_03276	CDS	1104				hypothetical protein
CKJNFLKG_03277	CDS	648	regX3_4		COG0745	Sensory transduction protein regX3
CKJNFLKG_03278	CDS	555				hypothetical protein
CKJNFLKG_03279	CDS	1047				hypothetical protein
CKJNFLKG_03280	CDS	2121		3.2.1.-		Beta-xylosidase
CKJNFLKG_03281	CDS	1566	rssB_8			Regulator of RpoS
CKJNFLKG_03282	CDS	1791				hypothetical protein
CKJNFLKG_03283	CDS	849	melC_1		COG0395	Melibiose/raffinose/stachyose import permease protein MelC
CKJNFLKG_03284	CDS	903	melD_7		COG1175	Melibiose/raffinose/stachyose import permease protein MelD
CKJNFLKG_03285	CDS	1368				hypothetical protein
CKJNFLKG_03286	CDS	1380				hypothetical protein
CKJNFLKG_03287	CDS	117				hypothetical protein
CKJNFLKG_03288	CDS	717				hypothetical protein
CKJNFLKG_03289	CDS	3357				hypothetical protein
CKJNFLKG_03290	CDS	765				hypothetical protein
CKJNFLKG_03291	CDS	249				hypothetical protein
CKJNFLKG_03292	CDS	498		3.1.27.-		Ribonuclease
CKJNFLKG_03293	CDS	828	yidA	3.1.3.23	COG0561	Sugar phosphatase YidA
CKJNFLKG_03294	CDS	333				hypothetical protein
CKJNFLKG_03295	CDS	150				hypothetical protein
CKJNFLKG_03296	CDS	828		3.1.1.2		Arylesterase
CKJNFLKG_03297	CDS	1284	entS_1			Enterobactin exporter EntS
CKJNFLKG_03298	CDS	717				hypothetical protein
CKJNFLKG_03299	CDS	717	bcrA_9			Bacitracin transport ATP-binding protein BcrA
CKJNFLKG_03300	CDS	654				hypothetical protein
CKJNFLKG_03301	CDS	504				hypothetical protein
CKJNFLKG_03302	CDS	1476				hypothetical protein
CKJNFLKG_03303	CDS	3267	rep	3.6.4.12		ATP-dependent DNA helicase Rep
CKJNFLKG_03304	CDS	1971	hypBA1_3	3.2.1.185		Non-reducing end beta-L-arabinofuranosidase
CKJNFLKG_03305	CDS	2046				hypothetical protein
CKJNFLKG_03306	CDS	843	dasC_3		COG0395	Diacetylchitobiose uptake system permease protein DasC
CKJNFLKG_03307	CDS	906	melD_8		COG1175	Melibiose/raffinose/stachyose import permease protein MelD
CKJNFLKG_03308	CDS	1293	ugpB_2		COG1653	sn-glycerol-3-phosphate-binding periplasmic protein UgpB
CKJNFLKG_03309	CDS	747			COG4753	putative response regulatory protein
CKJNFLKG_03310	CDS	1782				hypothetical protein
CKJNFLKG_03311	CDS	633				hypothetical protein
CKJNFLKG_03312	CDS	3114				hypothetical protein
CKJNFLKG_03313	CDS	876				hypothetical protein
CKJNFLKG_03314	CDS	1485	sacA	3.2.1.26		Sucrose-6-phosphate hydrolase
CKJNFLKG_03315	CDS	1671				hypothetical protein
CKJNFLKG_03316	CDS	897	ycjP		COG0395	Inner membrane ABC transporter permease protein YcjP
CKJNFLKG_03317	CDS	939	yteP_4		COG4209	putative multiple-sugar transport system permease YteP
CKJNFLKG_03318	CDS	1026	exuR_3		COG1609	putative HTH-type transcriptional repressor ExuR
CKJNFLKG_03319	CDS	1041				hypothetical protein
CKJNFLKG_03320	CDS	1125				hypothetical protein
CKJNFLKG_03321	CDS	222				hypothetical protein
CKJNFLKG_03322	CDS	303				hypothetical protein
CKJNFLKG_03323	CDS	492				hypothetical protein
CKJNFLKG_03324	CDS	240				hypothetical protein
CKJNFLKG_03325	CDS	216				hypothetical protein
CKJNFLKG_03326	CDS	462				hypothetical protein
CKJNFLKG_03327	CDS	888	ctkA_1	2.7.11.1		Serine/threonine-protein kinase CtkA
CKJNFLKG_03328	CDS	222				hypothetical protein
CKJNFLKG_03329	CDS	786	xerC_5			Tyrosine recombinase XerC
CKJNFLKG_03330	CDS	723				hypothetical protein
CKJNFLKG_03331	CDS	2925				hypothetical protein
